Date,Product,Production,Sold,Revenue
2023-07-18,Gamma Gizmo,608,519,48491.01
2023-07-18,Omega Orb,270,217,86616.33
2023-07-18,Theta Tool,448,375,45769.56
2023-07-18,Zeta Zone,304,214,124858.72
2023-07-19,Alpha Widget,406,296,42570.72
2023-07-19,Beta Gadget,383,300,80178.19
2023-07-19,Camera,312,236,199981.82
2023-07-19,Delta Device,232,194,36110.0
2023-07-19,Epsilon Engine,526,415,584503.65
2023-07-19,Gamma Gizmo,366,284,25686.02
2023-07-19,Omega Orb,417,400,160544.62
2023-07-19,Theta Tool,321,239,30106.47
2023-07-19,Zeta Zone,519,428,249218.03
2023-07-20,Alpha Widget,305,227,34395.82
2023-07-20,Beta Gadget,343,245,64492.32
2023-07-20,Camera,448,355,288487.98
2023-07-20,Delta Device,513,460,89258.14
2023-07-20,Epsilon Engine,553,489,703622.39
2023-07-20,Gamma Gizmo,465,389,36912.62
2023-07-20,Omega Orb,360,339,142942.74
2023-07-20,Theta Tool,257,235,30324.05
2023-07-20,Zeta Zone,498,480,269008.64
2023-07-21,Alpha Widget,537,457,68903.98
2023-07-21,Beta Gadget,496,472,130753.4
2023-07-21,Camera,460,378,310956.18
2023-07-21,Delta Device,402,318,63339.97
2023-07-21,Epsilon Engine,468,383,537192.57
2023-07-21,Gamma Gizmo,341,251,24844.68
2023-07-21,Omega Orb,574,456,188501.24
2023-07-21,Theta Tool,275,216,25684.05
2023-07-21,Zeta Zone,288,212,125459.33
2023-07-22,Alpha Widget,434,309,46035.24
2023-07-22,Beta Gadget,581,426,120966.91
2023-07-22,Camera,423,322,275238.81
2023-07-22,Delta Device,664,630,124671.54
2023-07-22,Epsilon Engine,676,532,756873.06
2023-07-22,Gamma Gizmo,329,248,22512.88
2023-07-22,Omega Orb,626,578,231368.4
2023-07-22,Theta Tool,474,423,54005.5
2023-07-22,Zeta Zone,339,307,170063.77
2023-07-23,Alpha Widget,675,605,95143.04
2023-07-23,Beta Gadget,410,367,101705.43
2023-07-23,Camera,554,525,429109.23
2023-07-23,Delta Device,495,407,75722.46
2023-07-23,Epsilon Engine,550,525,751032.72
2023-07-23,Gamma Gizmo,685,558,54084.5
2023-07-23,Omega Orb,491,361,146912.69
2023-07-23,Theta Tool,582,521,66072.97
2023-07-23,Zeta Zone,543,459,266517.2
2023-07-24,Alpha Widget,305,291,44763.28
2023-07-24,Beta Gadget,488,431,121266.04
2023-07-24,Camera,285,240,190742.61
2023-07-24,Delta Device,502,398,77967.01
2023-07-24,Epsilon Engine,261,188,283341.92
2023-07-24,Gamma Gizmo,446,314,30501.3
2023-07-24,Omega Orb,536,519,209716.67
2023-07-24,Theta Tool,493,355,45819.0
2023-07-24,Zeta Zone,327,229,132601.28
2023-07-25,Alpha Widget,513,371,56907.92
2023-07-25,Beta Gadget,325,242,63463.77
2023-07-25,Camera,490,350,299309.09
2023-07-25,Delta Device,495,368,71366.06
2023-07-25,Epsilon Engine,314,284,405698.68
2023-07-25,Gamma Gizmo,316,239,23785.22
2023-07-25,Omega Orb,413,379,163104.98
2023-07-25,Theta Tool,398,377,49206.47
2023-07-25,Zeta Zone,323,256,155028.25
2023-07-26,Alpha Widget,592,567,86281.53
2023-07-26,Beta Gadget,387,348,92974.66
2023-07-26,Camera,262,246,202306.26
2023-07-26,Delta Device,380,309,57867.86
2023-07-26,Epsilon Engine,268,255,372548.75
2023-07-26,Gamma Gizmo,394,357,33948.81
2023-07-26,Omega Orb,576,537,230113.66
2023-07-26,Theta Tool,602,449,54330.61
2023-07-26,Zeta Zone,403,335,197278.78
2023-07-27,Alpha Widget,496,369,56206.83
2023-07-27,Beta Gadget,449,368,101431.84
2023-07-27,Camera,311,219,179259.03
2023-07-27,Delta Device,561,476,90335.62
2023-07-27,Epsilon Engine,507,466,655713.81
2023-07-27,Gamma Gizmo,529,462,42276.84
2023-07-27,Omega Orb,279,246,103076.09
2023-07-27,Theta Tool,426,307,36802.37
2023-07-27,Zeta Zone,499,440,253095.29
2023-07-28,Alpha Widget,514,398,61064.41
2023-07-28,Beta Gadget,563,532,148210.59
2023-07-28,Camera,422,322,269395.6
2023-07-28,Delta Device,336,295,59120.7
2023-07-28,Epsilon Engine,545,445,643869.75
2023-07-28,Gamma Gizmo,555,427,40351.68
2023-07-28,Omega Orb,559,538,214442.81
2023-07-28,Theta Tool,241,235,29009.87
2023-07-28,Zeta Zone,456,441,268522.31
2023-07-29,Alpha Widget,473,424,65232.72
2023-07-29,Beta Gadget,446,317,84619.94
2023-07-29,Camera,386,301,237396.0
2023-07-29,Delta Device,369,312,61628.03
2023-07-29,Epsilon Engine,555,521,770538.36
2023-07-29,Gamma Gizmo,404,392,36247.32
2023-07-29,Omega Orb,406,348,139512.81
2023-07-29,Theta Tool,309,273,34923.64
2023-07-29,Zeta Zone,389,311,178415.39
2023-07-30,Alpha Widget,327,244,36902.61
2023-07-30,Beta Gadget,601,498,133441.28
2023-07-30,Camera,342,298,248513.37
2023-07-30,Delta Device,323,279,52585.12
2023-07-30,Epsilon Engine,599,549,825776.82
2023-07-30,Gamma Gizmo,567,397,36118.34
2023-07-30,Omega Orb,602,528,218658.5
2023-07-30,Theta Tool,314,288,36627.47
2023-07-30,Zeta Zone,278,240,145804.7
2023-07-31,Alpha Widget,397,360,53143.66
2023-07-31,Beta Gadget,534,464,128733.5
2023-07-31,Camera,557,401,340766.43
2023-07-31,Delta Device,402,330,61800.93
2023-07-31,Epsilon Engine,534,396,580570.9
2023-07-31,Gamma Gizmo,473,424,41568.74
2023-07-31,Omega Orb,289,270,107648.27
2023-07-31,Theta Tool,254,180,21582.49
2023-07-31,Zeta Zone,294,219,129603.89
2023-08-01,Alpha Widget,325,239,35502.05
2023-08-01,Beta Gadget,502,376,107906.77
2023-08-01,Camera,462,324,254735.28
2023-08-01,Delta Device,513,500,102030.56
2023-08-01,Epsilon Engine,532,433,619786.11
2023-08-01,Gamma Gizmo,388,320,30370.49
2023-08-01,Omega Orb,297,219,91260.06
2023-08-01,Theta Tool,432,364,45750.61
2023-08-01,Zeta Zone,320,281,159366.24
2023-08-02,Alpha Widget,262,203,30930.35
2023-08-02,Beta Gadget,469,394,105619.53
2023-08-02,Camera,380,276,217877.61
2023-08-02,Delta Device,257,195,36367.71
2023-08-02,Epsilon Engine,245,193,266686.47
2023-08-02,Gamma Gizmo,421,358,32423.35
2023-08-02,Omega Orb,377,292,118864.67
2023-08-02,Theta Tool,356,347,43986.27
2023-08-02,Zeta Zone,478,402,241263.05
2023-08-03,Alpha Widget,259,226,34367.46
2023-08-03,Beta Gadget,344,278,79837.9
2023-08-03,Camera,218,209,172919.39
2023-08-03,Delta Device,361,267,53151.86
2023-08-03,Epsilon Engine,254,184,258808.53
2023-08-03,Gamma Gizmo,344,262,24203.38
2023-08-03,Omega Orb,330,310,129919.5
2023-08-03,Theta Tool,371,314,37439.21
2023-08-03,Zeta Zone,248,195,117497.98
2023-08-04,Alpha Widget,422,310,45686.25
2023-08-04,Beta Gadget,288,244,70164.56
2023-08-04,Camera,471,346,290357.75
2023-08-04,Delta Device,239,180,35036.35
2023-08-04,Epsilon Engine,500,474,702347.96
2023-08-04,Gamma Gizmo,291,254,24259.96
2023-08-04,Omega Orb,342,331,142324.18
2023-08-04,Theta Tool,372,299,36364.15
2023-08-04,Zeta Zone,488,457,253329.47
2023-08-05,Alpha Widget,221,198,29718.04
2023-08-05,Beta Gadget,409,339,97303.61
2023-08-05,Camera,463,442,364233.42
2023-08-05,Delta Device,319,269,51416.1
2023-08-05,Epsilon Engine,284,270,381530.32
2023-08-05,Gamma Gizmo,406,312,30376.42
2023-08-05,Omega Orb,560,440,171542.84
2023-08-05,Theta Tool,544,408,49127.64
2023-08-05,Zeta Zone,578,508,289212.83
2023-08-06,Alpha Widget,290,242,36721.7
2023-08-06,Beta Gadget,589,539,145785.99
2023-08-06,Camera,440,391,326359.52
2023-08-06,Delta Device,505,416,78734.12
2023-08-06,Epsilon Engine,298,278,411883.64
2023-08-06,Gamma Gizmo,460,406,39194.25
2023-08-06,Omega Orb,379,271,111931.52
2023-08-06,Theta Tool,468,350,42306.96
2023-08-06,Zeta Zone,423,310,173714.24
2023-08-07,Alpha Widget,271,194,28205.06
2023-08-07,Beta Gadget,447,313,82342.26
2023-08-07,Camera,293,258,209063.34
2023-08-07,Delta Device,402,370,70261.28
2023-08-07,Epsilon Engine,465,442,649143.29
2023-08-07,Gamma Gizmo,289,241,22966.18
2023-08-07,Omega Orb,330,242,102684.33
2023-08-07,Theta Tool,456,395,47287.96
2023-08-07,Zeta Zone,527,475,266999.14
2023-08-08,Alpha Widget,456,365,56263.14
2023-08-08,Beta Gadget,538,467,131212.15
2023-08-08,Camera,452,394,321201.17
2023-08-08,Delta Device,354,343,66168.01
2023-08-08,Epsilon Engine,394,354,505236.78
2023-08-08,Gamma Gizmo,245,202,19477.02
2023-08-08,Omega Orb,427,319,130879.61
2023-08-08,Theta Tool,571,558,66377.38
2023-08-08,Zeta Zone,233,195,108221.95
2023-08-09,Alpha Widget,339,250,39161.7
2023-08-09,Beta Gadget,500,358,96331.65
2023-08-09,Camera,262,201,171074.0
2023-08-09,Delta Device,270,210,39142.94
2023-08-09,Epsilon Engine,295,239,337074.77
2023-08-09,Gamma Gizmo,327,244,22776.37
2023-08-09,Omega Orb,296,247,105278.45
2023-08-09,Theta Tool,404,306,37414.51
2023-08-09,Zeta Zone,308,216,125979.09
2023-08-10,Alpha Widget,477,459,71071.84
2023-08-10,Beta Gadget,497,449,127413.73
2023-08-10,Camera,358,302,248727.13
2023-08-10,Delta Device,409,356,72136.53
2023-08-10,Epsilon Engine,302,235,336488.24
2023-08-10,Gamma Gizmo,470,452,43171.19
2023-08-10,Omega Orb,432,397,157462.56
2023-08-10,Theta Tool,311,237,30030.97
2023-08-10,Zeta Zone,542,469,264444.21
2023-08-11,Alpha Widget,496,366,55758.29
2023-08-11,Beta Gadget,497,461,126557.48
2023-08-11,Camera,203,185,144587.95
2023-08-11,Delta Device,286,243,45524.25
2023-08-11,Epsilon Engine,311,300,422299.18
2023-08-11,Gamma Gizmo,368,319,29104.92
2023-08-11,Omega Orb,309,287,111817.31
2023-08-11,Theta Tool,417,405,48819.89
2023-08-11,Zeta Zone,355,284,166499.78
2023-08-12,Alpha Widget,265,253,36780.28
2023-08-12,Beta Gadget,462,364,102469.07
2023-08-12,Camera,584,523,431111.98
2023-08-12,Delta Device,573,473,95161.64
2023-08-12,Epsilon Engine,272,264,396628.26
2023-08-12,Gamma Gizmo,338,301,27445.55
2023-08-12,Omega Orb,615,459,184247.13
2023-08-12,Theta Tool,519,489,63586.75
2023-08-12,Zeta Zone,313,246,143221.06
2023-08-13,Alpha Widget,438,398,60903.01
2023-08-13,Beta Gadget,258,219,57513.84
2023-08-13,Camera,347,289,235322.77
2023-08-13,Delta Device,388,321,63815.84
2023-08-13,Epsilon Engine,477,452,623571.11
2023-08-13,Gamma Gizmo,273,205,19188.43
2023-08-13,Omega Orb,278,256,106869.84
2023-08-13,Theta Tool,322,311,38447.64
2023-08-13,Zeta Zone,575,495,273923.32
2023-08-14,Alpha Widget,206,160,24457.96
2023-08-14,Beta Gadget,521,443,117898.0
2023-08-14,Camera,486,437,373651.09
2023-08-14,Delta Device,277,241,49153.66
2023-08-14,Epsilon Engine,228,210,307207.55
2023-08-14,Gamma Gizmo,378,313,30249.15
2023-08-14,Omega Orb,277,249,99231.02
2023-08-14,Theta Tool,235,226,29318.24
2023-08-14,Zeta Zone,262,233,138419.77
2023-08-15,Alpha Widget,530,508,78582.26
2023-08-15,Beta Gadget,539,453,121131.12
2023-08-15,Camera,521,454,371286.1
2023-08-15,Delta Device,308,222,43170.29
2023-08-15,Epsilon Engine,388,369,559496.38
2023-08-15,Gamma Gizmo,268,228,22542.92
2023-08-15,Omega Orb,402,322,134632.43
2023-08-15,Theta Tool,317,234,29731.15
2023-08-15,Zeta Zone,340,300,168453.92
2023-08-16,Alpha Widget,315,278,40757.98
2023-08-16,Beta Gadget,429,356,97319.1
2023-08-16,Camera,259,235,198002.26
2023-08-16,Delta Device,489,452,89673.9
2023-08-16,Epsilon Engine,286,225,314268.5
2023-08-16,Gamma Gizmo,492,403,39328.94
2023-08-16,Omega Orb,449,314,133584.68
2023-08-16,Theta Tool,419,328,39458.59
2023-08-16,Zeta Zone,394,306,170121.53
2023-08-17,Alpha Widget,489,350,50976.89
2023-08-17,Beta Gadget,317,303,80764.02
2023-08-17,Camera,279,243,190279.96
2023-08-17,Delta Device,273,235,47944.57
2023-08-17,Epsilon Engine,494,475,706037.09
2023-08-17,Gamma Gizmo,383,287,27405.6
2023-08-17,Omega Orb,311,262,110457.45
2023-08-17,Theta Tool,299,234,29693.75
2023-08-17,Zeta Zone,463,349,212172.28
2023-08-18,Alpha Widget,378,339,49995.61
2023-08-18,Beta Gadget,459,438,118355.58
2023-08-18,Camera,249,222,190588.73
2023-08-18,Delta Device,536,472,90900.9
2023-08-18,Epsilon Engine,456,425,646140.94
2023-08-18,Gamma Gizmo,420,346,32910.65
2023-08-18,Omega Orb,361,293,122562.41
2023-08-18,Theta Tool,336,284,35347.69
2023-08-18,Zeta Zone,463,393,220418.36
2023-08-19,Alpha Widget,267,244,37195.3
2023-08-19,Beta Gadget,322,247,65613.51
2023-08-19,Camera,543,519,406102.92
2023-08-19,Delta Device,603,479,92185.27
2023-08-19,Epsilon Engine,360,274,381449.6
2023-08-19,Gamma Gizmo,444,355,34442.92
2023-08-19,Omega Orb,472,376,148864.83
2023-08-19,Theta Tool,332,270,32101.68
2023-08-19,Zeta Zone,528,488,293842.28
2023-08-20,Alpha Widget,314,251,36638.57
2023-08-20,Beta Gadget,384,359,98240.8
2023-08-20,Camera,470,427,346785.88
2023-08-20,Delta Device,554,408,78325.57
2023-08-20,Epsilon Engine,357,312,434576.95
2023-08-20,Gamma Gizmo,328,306,29564.1
2023-08-20,Omega Orb,274,251,105786.97
2023-08-20,Theta Tool,598,460,60224.41
2023-08-20,Zeta Zone,575,512,302449.37
2023-08-21,Alpha Widget,405,391,59284.09
2023-08-21,Beta Gadget,562,494,134199.01
2023-08-21,Camera,358,345,270388.32
2023-08-21,Delta Device,359,294,56812.23
2023-08-21,Epsilon Engine,454,419,623654.36
2023-08-21,Gamma Gizmo,454,321,31753.08
2023-08-21,Omega Orb,410,353,143916.18
2023-08-21,Theta Tool,407,350,45779.33
2023-08-21,Zeta Zone,280,236,138844.8
2023-08-22,Alpha Widget,265,225,33158.67
2023-08-22,Beta Gadget,234,175,50564.5
2023-08-22,Camera,486,459,381259.68
2023-08-22,Delta Device,211,183,36985.27
2023-08-22,Epsilon Engine,296,268,383728.45
2023-08-22,Gamma Gizmo,423,379,34637.76
2023-08-22,Omega Orb,544,460,186495.03
2023-08-22,Theta Tool,352,280,34370.55
2023-08-22,Zeta Zone,508,445,250626.85
2023-08-23,Alpha Widget,353,284,41158.32
2023-08-23,Beta Gadget,373,309,84888.99
2023-08-23,Camera,431,323,251815.77
2023-08-23,Delta Device,461,324,60853.4
2023-08-23,Epsilon Engine,304,248,364687.72
2023-08-23,Gamma Gizmo,408,356,34679.22
2023-08-23,Omega Orb,264,207,87978.51
2023-08-23,Theta Tool,475,356,43123.25
2023-08-23,Zeta Zone,424,321,191368.21
2023-08-24,Alpha Widget,380,275,39812.68
2023-08-24,Beta Gadget,290,203,57147.22
2023-08-24,Camera,389,361,303266.77
2023-08-24,Delta Device,338,278,52401.74
2023-08-24,Epsilon Engine,524,478,678804.26
2023-08-24,Gamma Gizmo,347,323,30305.04
2023-08-24,Omega Orb,432,407,164870.01
2023-08-24,Theta Tool,352,296,37137.78
2023-08-24,Zeta Zone,444,379,224856.05
2023-08-25,Alpha Widget,291,243,37628.55
2023-08-25,Beta Gadget,484,392,110149.61
2023-08-25,Camera,407,374,298050.86
2023-08-25,Delta Device,284,251,50805.05
2023-08-25,Epsilon Engine,411,323,460472.11
2023-08-25,Gamma Gizmo,404,367,35348.73
2023-08-25,Omega Orb,407,329,130629.47
2023-08-25,Theta Tool,310,280,36618.17
2023-08-25,Zeta Zone,330,312,174263.86
2023-08-26,Alpha Widget,442,419,62664.16
2023-08-26,Beta Gadget,412,337,93273.5
2023-08-26,Camera,444,420,335210.4
2023-08-26,Delta Device,478,335,63541.58
2023-08-26,Epsilon Engine,523,378,534627.55
2023-08-26,Gamma Gizmo,354,297,28012.24
2023-08-26,Omega Orb,263,185,77248.23
2023-08-26,Theta Tool,259,227,28068.11
2023-08-26,Zeta Zone,335,313,183337.79
2023-08-27,Alpha Widget,377,291,43306.38
2023-08-27,Beta Gadget,470,448,126488.21
2023-08-27,Camera,414,322,275892.32
2023-08-27,Delta Device,410,312,59762.91
2023-08-27,Epsilon Engine,578,413,591204.46
2023-08-27,Gamma Gizmo,552,480,46822.31
2023-08-27,Omega Orb,336,248,99502.32
2023-08-27,Theta Tool,245,193,23279.9
2023-08-27,Zeta Zone,553,480,287494.04
2023-08-28,Alpha Widget,256,243,36713.53
2023-08-28,Beta Gadget,372,322,87389.2
2023-08-28,Camera,226,219,187556.08
2023-08-28,Delta Device,282,256,50455.89
2023-08-28,Epsilon Engine,371,280,387411.53
2023-08-28,Gamma Gizmo,544,496,45433.12
2023-08-28,Omega Orb,224,180,73525.55
2023-08-28,Theta Tool,293,208,26643.72
2023-08-28,Zeta Zone,419,343,207939.06
2023-08-29,Alpha Widget,256,241,34765.84
2023-08-29,Beta Gadget,318,269,71416.64
2023-08-29,Camera,223,166,137383.63
2023-08-29,Delta Device,239,207,42121.62
2023-08-29,Epsilon Engine,532,510,714548.69
2023-08-29,Gamma Gizmo,484,384,36565.69
2023-08-29,Omega Orb,482,353,140056.67
2023-08-29,Theta Tool,505,363,45291.98
2023-08-29,Zeta Zone,386,312,183192.26
2023-08-30,Alpha Widget,413,304,45058.9
2023-08-30,Beta Gadget,348,276,73996.21
2023-08-30,Camera,473,412,331290.73
2023-08-30,Delta Device,494,371,73945.61
2023-08-30,Epsilon Engine,309,254,365228.85
2023-08-30,Gamma Gizmo,410,298,27170.56
2023-08-30,Omega Orb,558,470,199871.31
2023-08-30,Theta Tool,309,262,31418.62
2023-08-30,Zeta Zone,246,209,121293.45
2023-08-31,Alpha Widget,451,338,53140.62
2023-08-31,Beta Gadget,344,305,83521.68
2023-08-31,Camera,365,284,231412.43
2023-08-31,Delta Device,245,207,41733.56
2023-08-31,Epsilon Engine,302,215,313498.41
2023-08-31,Gamma Gizmo,509,459,42091.48
2023-08-31,Omega Orb,511,378,151442.32
2023-08-31,Theta Tool,248,196,23316.48
2023-08-31,Zeta Zone,437,423,240649.08
2023-09-01,Alpha Widget,208,151,23118.04
2023-09-01,Beta Gadget,285,273,78295.63
2023-09-01,Camera,388,359,284910.43
2023-09-01,Delta Device,365,282,57694.02
2023-09-01,Epsilon Engine,241,215,324355.95
2023-09-01,Gamma Gizmo,381,348,33904.11
2023-09-01,Omega Orb,432,410,170415.96
2023-09-01,Theta Tool,363,273,35527.48
2023-09-01,Zeta Zone,399,377,225015.23
2023-09-02,Alpha Widget,265,245,36922.34
2023-09-02,Beta Gadget,443,374,98640.35
2023-09-02,Camera,325,243,196358.4
2023-09-02,Delta Device,503,463,88199.23
2023-09-02,Epsilon Engine,524,478,708032.02
2023-09-02,Gamma Gizmo,293,219,20237.32
2023-09-02,Omega Orb,244,184,72880.03
2023-09-02,Theta Tool,378,362,46484.15
2023-09-02,Zeta Zone,530,421,250771.6
2023-09-03,Alpha Widget,394,285,42055.64
2023-09-03,Beta Gadget,397,366,97244.72
2023-09-03,Camera,264,238,189461.68
2023-09-03,Delta Device,297,209,39691.91
2023-09-03,Epsilon Engine,315,223,319033.76
2023-09-03,Gamma Gizmo,412,400,37902.85
2023-09-03,Omega Orb,296,228,89314.26
2023-09-03,Theta Tool,433,368,47375.89
2023-09-03,Zeta Zone,228,173,97896.9
2023-09-04,Alpha Widget,285,234,36231.81
2023-09-04,Beta Gadget,483,349,92822.33
2023-09-04,Camera,460,337,279284.38
2023-09-04,Delta Device,331,261,52288.46
2023-09-04,Epsilon Engine,315,222,311442.52
2023-09-04,Gamma Gizmo,328,244,22822.98
2023-09-04,Omega Orb,375,343,144878.01
2023-09-04,Theta Tool,359,344,43223.18
2023-09-04,Zeta Zone,396,290,169857.01
2023-09-05,Alpha Widget,406,366,53889.44
2023-09-05,Beta Gadget,217,186,49261.46
2023-09-05,Camera,412,351,283692.56
2023-09-05,Delta Device,381,345,69583.95
2023-09-05,Epsilon Engine,225,205,304694.57
2023-09-05,Gamma Gizmo,255,192,18342.44
2023-09-05,Omega Orb,257,244,103027.76
2023-09-05,Theta Tool,286,233,29712.92
2023-09-05,Zeta Zone,422,316,181109.52
2023-09-06,Alpha Widget,394,357,54658.22
2023-09-06,Beta Gadget,448,412,116828.89
2023-09-06,Camera,416,329,267746.83
2023-09-06,Delta Device,195,176,32963.12
2023-09-06,Epsilon Engine,423,386,551648.78
2023-09-06,Gamma Gizmo,216,165,15699.34
2023-09-06,Omega Orb,452,406,174483.91
2023-09-06,Theta Tool,274,244,30199.31
2023-09-06,Zeta Zone,469,418,242093.51
2023-09-07,Alpha Widget,385,309,44368.05
2023-09-07,Beta Gadget,333,277,79216.96
2023-09-07,Camera,297,266,227705.98
2023-09-07,Delta Device,246,199,40072.15
2023-09-07,Epsilon Engine,378,353,532070.59
2023-09-07,Gamma Gizmo,355,273,26219.77
2023-09-07,Omega Orb,462,393,158273.9
2023-09-07,Theta Tool,366,279,35944.15
2023-09-07,Zeta Zone,298,281,156511.36
2023-09-08,Alpha Widget,427,311,44884.65
2023-09-08,Beta Gadget,315,258,69017.04
2023-09-08,Camera,242,210,170854.88
2023-09-08,Delta Device,415,338,65274.78
2023-09-08,Epsilon Engine,426,372,543289.91
2023-09-08,Gamma Gizmo,324,278,26185.46
2023-09-08,Omega Orb,296,284,112611.29
2023-09-08,Theta Tool,232,176,22497.68
2023-09-08,Zeta Zone,327,282,165058.96
2023-09-09,Alpha Widget,265,224,32040.05
2023-09-09,Beta Gadget,377,284,80825.83
2023-09-09,Camera,512,481,400895.03
2023-09-09,Delta Device,537,439,84753.66
2023-09-09,Epsilon Engine,292,218,325169.48
2023-09-09,Gamma Gizmo,397,342,33211.25
2023-09-09,Omega Orb,435,362,151373.4
2023-09-09,Theta Tool,504,472,57002.57
2023-09-09,Zeta Zone,254,245,139888.77
2023-09-10,Alpha Widget,221,160,22959.81
2023-09-10,Beta Gadget,365,333,87622.37
2023-09-10,Camera,451,379,306066.75
2023-09-10,Delta Device,437,307,62031.64
2023-09-10,Epsilon Engine,286,236,344477.06
2023-09-10,Gamma Gizmo,413,354,33575.66
2023-09-10,Omega Orb,366,313,123242.34
2023-09-10,Theta Tool,513,412,52512.43
2023-09-10,Zeta Zone,492,378,217570.24
2023-09-11,Alpha Widget,242,180,28297.37
2023-09-11,Beta Gadget,207,158,43767.31
2023-09-11,Camera,353,274,216987.11
2023-09-11,Delta Device,281,232,46473.81
2023-09-11,Epsilon Engine,450,317,456601.42
2023-09-11,Gamma Gizmo,242,175,17384.31
2023-09-11,Omega Orb,463,420,164867.57
2023-09-11,Theta Tool,238,232,29330.23
2023-09-11,Zeta Zone,366,269,153046.46
2023-09-12,Alpha Widget,452,419,61956.61
2023-09-12,Beta Gadget,307,222,59884.9
2023-09-12,Camera,439,398,326335.24
2023-09-12,Delta Device,232,169,33093.93
2023-09-12,Epsilon Engine,365,287,400317.61
2023-09-12,Gamma Gizmo,384,288,26943.44
2023-09-12,Omega Orb,455,378,160409.12
2023-09-12,Theta Tool,292,271,33207.24
2023-09-12,Zeta Zone,247,207,117013.9
2023-09-13,Alpha Widget,219,186,28727.25
2023-09-13,Beta Gadget,517,394,107554.47
2023-09-13,Camera,302,228,184106.6
2023-09-13,Delta Device,222,214,41823.88
2023-09-13,Epsilon Engine,297,231,339139.19
2023-09-13,Gamma Gizmo,412,308,30634.16
2023-09-13,Omega Orb,272,255,104263.22
2023-09-13,Theta Tool,416,367,45081.33
2023-09-13,Zeta Zone,342,242,133789.31
2023-09-14,Alpha Widget,474,433,66474.69
2023-09-14,Beta Gadget,413,340,96093.2
2023-09-14,Camera,436,368,293466.34
2023-09-14,Delta Device,370,326,61927.12
2023-09-14,Epsilon Engine,430,325,455204.57
2023-09-14,Gamma Gizmo,239,228,22654.37
2023-09-14,Omega Orb,267,230,90590.69
2023-09-14,Theta Tool,431,401,48898.91
2023-09-14,Zeta Zone,435,374,216553.13
2023-09-15,Alpha Widget,467,368,54174.75
2023-09-15,Beta Gadget,219,191,51348.51
2023-09-15,Camera,387,347,285099.87
2023-09-15,Delta Device,242,218,40568.3
2023-09-15,Epsilon Engine,310,234,352754.35
2023-09-15,Gamma Gizmo,422,309,30462.8
2023-09-15,Omega Orb,461,342,137199.13
2023-09-15,Theta Tool,445,324,39561.26
2023-09-15,Zeta Zone,451,382,217944.76
2023-09-16,Alpha Widget,221,156,23614.19
2023-09-16,Beta Gadget,545,460,122396.93
2023-09-16,Camera,261,235,190380.62
2023-09-16,Delta Device,224,169,31784.49
2023-09-16,Epsilon Engine,357,291,404299.79
2023-09-16,Gamma Gizmo,264,196,18701.82
2023-09-16,Omega Orb,294,269,110629.96
2023-09-16,Theta Tool,277,224,28082.88
2023-09-16,Zeta Zone,359,315,177134.83
2023-09-17,Alpha Widget,422,320,49237.94
2023-09-17,Beta Gadget,447,414,112865.22
2023-09-17,Camera,374,340,279682.93
2023-09-17,Delta Device,377,365,69796.18
2023-09-17,Epsilon Engine,313,224,312357.41
2023-09-17,Gamma Gizmo,482,441,41060.89
2023-09-17,Omega Orb,557,394,154002.4
2023-09-17,Theta Tool,304,218,28271.51
2023-09-17,Zeta Zone,406,339,198184.36
2023-09-18,Alpha Widget,440,344,50489.16
2023-09-18,Beta Gadget,326,306,87266.82
2023-09-18,Camera,312,288,242276.26
2023-09-18,Delta Device,344,331,61864.14
2023-09-18,Epsilon Engine,439,328,461173.4
2023-09-18,Gamma Gizmo,301,293,27327.47
2023-09-18,Omega Orb,341,280,117539.5
2023-09-18,Theta Tool,476,378,47083.65
2023-09-18,Zeta Zone,297,218,123688.48
2023-09-19,Alpha Widget,252,186,27809.61
2023-09-19,Beta Gadget,375,269,71033.51
2023-09-19,Camera,259,195,164315.8
2023-09-19,Delta Device,453,364,73369.5
2023-09-19,Epsilon Engine,295,256,358675.27
2023-09-19,Gamma Gizmo,401,291,26912.15
2023-09-19,Omega Orb,187,152,64172.53
2023-09-19,Theta Tool,354,283,33918.63
2023-09-19,Zeta Zone,397,349,205342.97
2023-09-20,Alpha Widget,273,196,30068.44
2023-09-20,Beta Gadget,316,307,83670.67
2023-09-20,Camera,329,239,198255.87
2023-09-20,Delta Device,427,332,63048.86
2023-09-20,Epsilon Engine,371,347,504520.02
2023-09-20,Gamma Gizmo,394,300,28324.44
2023-09-20,Omega Orb,482,404,169509.34
2023-09-20,Theta Tool,466,441,57367.69
2023-09-20,Zeta Zone,292,225,136961.73
2023-09-21,Alpha Widget,368,349,52158.36
2023-09-21,Beta Gadget,462,362,97633.78
2023-09-21,Camera,237,200,161912.73
2023-09-21,Delta Device,266,258,50348.04
2023-09-21,Epsilon Engine,370,337,495219.22
2023-09-21,Gamma Gizmo,206,191,18865.99
2023-09-21,Omega Orb,257,233,95517.11
2023-09-21,Theta Tool,210,203,24125.73
2023-09-21,Zeta Zone,416,378,219059.76
2023-09-22,Alpha Widget,269,196,29607.74
2023-09-22,Beta Gadget,360,333,90510.64
2023-09-22,Camera,249,212,165804.46
2023-09-22,Delta Device,362,336,63522.12
2023-09-22,Epsilon Engine,270,238,360356.77
2023-09-22,Gamma Gizmo,327,285,27827.17
2023-09-22,Omega Orb,402,284,110663.45
